image_path,class,filename
unclassified/poultry_microscopy_0425.jpg,unclassified,poultry_microscopy_0425.jpg
unclassified/poultry_microscopy_0185.tif,unclassified,poultry_microscopy_0185.tif
unclassified/poultry_microscopy_0078.jpg,unclassified,poultry_microscopy_0078.jpg
unclassified/poultry_microscopy_0424.jpg,unclassified,poultry_microscopy_0424.jpg
unclassified/poultry_microscopy_0316.jpg,unclassified,poultry_microscopy_0316.jpg
unclassified/poultry_microscopy_0320.jpg,unclassified,poultry_microscopy_0320.jpg
unclassified/poultry_microscopy_0335.jpg,unclassified,poultry_microscopy_0335.jpg
unclassified/poultry_microscopy_0280.jpg,unclassified,poultry_microscopy_0280.jpg
unclassified/poultry_microscopy_0009.jpg,unclassified,poultry_microscopy_0009.jpg
unclassified/poultry_microscopy_0147.jpg,unclassified,poultry_microscopy_0147.jpg
unclassified/poultry_microscopy_0421.jpg,unclassified,poultry_microscopy_0421.jpg
unclassified/poultry_microscopy_0262.jpg,unclassified,poultry_microscopy_0262.jpg
unclassified/poultry_microscopy_0024.tif,unclassified,poultry_microscopy_0024.tif
unclassified/poultry_microscopy_0299.jpg,unclassified,poultry_microscopy_0299.jpg
unclassified/poultry_microscopy_0170.jpg,unclassified,poultry_microscopy_0170.jpg
unclassified/poultry_microscopy_0404.jpg,unclassified,poultry_microscopy_0404.jpg
unclassified/poultry_microscopy_0393.jpg,unclassified,poultry_microscopy_0393.jpg
unclassified/poultry_microscopy_0275.jpg,unclassified,poultry_microscopy_0275.jpg
unclassified/poultry_microscopy_0271.jpg,unclassified,poultry_microscopy_0271.jpg
unclassified/poultry_microscopy_0010.jpg,unclassified,poultry_microscopy_0010.jpg
unclassified/poultry_microscopy_0272.jpg,unclassified,poultry_microscopy_0272.jpg
unclassified/poultry_microscopy_0302.jpg,unclassified,poultry_microscopy_0302.jpg
unclassified/poultry_microscopy_0033.jpg,unclassified,poultry_microscopy_0033.jpg
unclassified/poultry_microscopy_0029.jpg,unclassified,poultry_microscopy_0029.jpg
unclassified/poultry_microscopy_0381.jpg,unclassified,poultry_microscopy_0381.jpg
unclassified/poultry_microscopy_0083.jpg,unclassified,poultry_microscopy_0083.jpg
unclassified/poultry_microscopy_0153.jpg,unclassified,poultry_microscopy_0153.jpg
unclassified/poultry_microscopy_0079.jpg,unclassified,poultry_microscopy_0079.jpg
unclassified/poultry_microscopy_0390.jpg,unclassified,poultry_microscopy_0390.jpg
unclassified/poultry_microscopy_0437.jpg,unclassified,poultry_microscopy_0437.jpg
unclassified/poultry_microscopy_0073.jpg,unclassified,poultry_microscopy_0073.jpg
unclassified/poultry_microscopy_0317.jpg,unclassified,poultry_microscopy_0317.jpg
unclassified/poultry_microscopy_0396.jpg,unclassified,poultry_microscopy_0396.jpg
unclassified/poultry_microscopy_0353.jpg,unclassified,poultry_microscopy_0353.jpg
unclassified/poultry_microscopy_0354.jpg,unclassified,poultry_microscopy_0354.jpg
unclassified/poultry_microscopy_0136.jpg,unclassified,poultry_microscopy_0136.jpg
unclassified/poultry_microscopy_0248.jpg,unclassified,poultry_microscopy_0248.jpg
unclassified/poultry_microscopy_0060.jpg,unclassified,poultry_microscopy_0060.jpg
unclassified/poultry_microscopy_0240.jpg,unclassified,poultry_microscopy_0240.jpg
unclassified/poultry_microscopy_0255.jpg,unclassified,poultry_microscopy_0255.jpg
unclassified/poultry_microscopy_0334.jpg,unclassified,poultry_microscopy_0334.jpg
unclassified/poultry_microscopy_0022.jpg,unclassified,poultry_microscopy_0022.jpg
unclassified/poultry_microscopy_0332.jpg,unclassified,poultry_microscopy_0332.jpg
unclassified/poultry_microscopy_0055.jpg,unclassified,poultry_microscopy_0055.jpg
unclassified/poultry_microscopy_0183.tif,unclassified,poultry_microscopy_0183.tif
unclassified/poultry_microscopy_0402.jpg,unclassified,poultry_microscopy_0402.jpg
unclassified/poultry_microscopy_0311.jpg,unclassified,poultry_microscopy_0311.jpg
unclassified/poultry_microscopy_0114.jpg,unclassified,poultry_microscopy_0114.jpg
unclassified/poultry_microscopy_0298.jpg,unclassified,poultry_microscopy_0298.jpg
unclassified/poultry_microscopy_0141.jpg,unclassified,poultry_microscopy_0141.jpg
unclassified/poultry_microscopy_0352.jpg,unclassified,poultry_microscopy_0352.jpg
unclassified/poultry_microscopy_0137.jpg,unclassified,poultry_microscopy_0137.jpg
unclassified/poultry_microscopy_0142.jpg,unclassified,poultry_microscopy_0142.jpg
unclassified/poultry_microscopy_0284.jpg,unclassified,poultry_microscopy_0284.jpg
unclassified/poultry_microscopy_0112.jpg,unclassified,poultry_microscopy_0112.jpg
unclassified/poultry_microscopy_0301.jpg,unclassified,poultry_microscopy_0301.jpg
unclassified/poultry_microscopy_0084.jpg,unclassified,poultry_microscopy_0084.jpg
unclassified/poultry_microscopy_0143.jpg,unclassified,poultry_microscopy_0143.jpg
unclassified/poultry_microscopy_0340.jpg,unclassified,poultry_microscopy_0340.jpg
unclassified/poultry_microscopy_0360.jpg,unclassified,poultry_microscopy_0360.jpg
unclassified/poultry_microscopy_0223.jpg,unclassified,poultry_microscopy_0223.jpg
unclassified/poultry_microscopy_0003.jpg,unclassified,poultry_microscopy_0003.jpg
unclassified/poultry_microscopy_0342.jpg,unclassified,poultry_microscopy_0342.jpg
unclassified/poultry_microscopy_0019.jpg,unclassified,poultry_microscopy_0019.jpg
unclassified/poultry_microscopy_0369.jpg,unclassified,poultry_microscopy_0369.jpg
unclassified/poultry_microscopy_0250.jpg,unclassified,poultry_microscopy_0250.jpg
unclassified/poultry_microscopy_0362.jpg,unclassified,poultry_microscopy_0362.jpg
unclassified/poultry_microscopy_0177.jpg,unclassified,poultry_microscopy_0177.jpg
unclassified/poultry_microscopy_0375.jpg,unclassified,poultry_microscopy_0375.jpg
unclassified/poultry_microscopy_0041.jpg,unclassified,poultry_microscopy_0041.jpg
unclassified/poultry_microscopy_0145.jpg,unclassified,poultry_microscopy_0145.jpg
unclassified/poultry_microscopy_0211.jpg,unclassified,poultry_microscopy_0211.jpg
unclassified/poultry_microscopy_0030.jpg,unclassified,poultry_microscopy_0030.jpg
unclassified/poultry_microscopy_0297.jpg,unclassified,poultry_microscopy_0297.jpg
unclassified/poultry_microscopy_0002.jpg,unclassified,poultry_microscopy_0002.jpg
unclassified/poultry_microscopy_0388.jpg,unclassified,poultry_microscopy_0388.jpg
unclassified/poultry_microscopy_0436.jpg,unclassified,poultry_microscopy_0436.jpg
unclassified/poultry_microscopy_0442.jpg,unclassified,poultry_microscopy_0442.jpg
unclassified/poultry_microscopy_0196.jpg,unclassified,poultry_microscopy_0196.jpg
unclassified/poultry_microscopy_0258.jpg,unclassified,poultry_microscopy_0258.jpg
unclassified/poultry_microscopy_0333.jpg,unclassified,poultry_microscopy_0333.jpg
unclassified/poultry_microscopy_0222.jpg,unclassified,poultry_microscopy_0222.jpg
unclassified/poultry_microscopy_0323.jpg,unclassified,poultry_microscopy_0323.jpg
unclassified/poultry_microscopy_0408.jpg,unclassified,poultry_microscopy_0408.jpg
unclassified/poultry_microscopy_0321.jpg,unclassified,poultry_microscopy_0321.jpg
unclassified/poultry_microscopy_0056.jpg,unclassified,poultry_microscopy_0056.jpg
unclassified/poultry_microscopy_0129.jpg,unclassified,poultry_microscopy_0129.jpg
unclassified/poultry_microscopy_0373.jpg,unclassified,poultry_microscopy_0373.jpg
unclassified/poultry_microscopy_0463.jpg,unclassified,poultry_microscopy_0463.jpg
unclassified/poultry_microscopy_0268.jpg,unclassified,poultry_microscopy_0268.jpg
unclassified/poultry_microscopy_0242.jpg,unclassified,poultry_microscopy_0242.jpg
unclassified/poultry_microscopy_0155.jpg,unclassified,poultry_microscopy_0155.jpg
unclassified/poultry_microscopy_0005.tif,unclassified,poultry_microscopy_0005.tif
unclassified/poultry_microscopy_0007.jpg,unclassified,poultry_microscopy_0007.jpg
unclassified/poultry_microscopy_0331.jpg,unclassified,poultry_microscopy_0331.jpg
unclassified/poultry_microscopy_0218.jpg,unclassified,poultry_microscopy_0218.jpg
unclassified/poultry_microscopy_0113.jpg,unclassified,poultry_microscopy_0113.jpg
unclassified/poultry_microscopy_0392.jpg,unclassified,poultry_microscopy_0392.jpg
unclassified/poultry_microscopy_0420.jpg,unclassified,poultry_microscopy_0420.jpg
unclassified/poultry_microscopy_0221.jpg,unclassified,poultry_microscopy_0221.jpg
unclassified/poultry_microscopy_0430.jpg,unclassified,poultry_microscopy_0430.jpg
unclassified/poultry_microscopy_0095.jpg,unclassified,poultry_microscopy_0095.jpg
unclassified/poultry_microscopy_0261.jpg,unclassified,poultry_microscopy_0261.jpg
unclassified/poultry_microscopy_0455.jpg,unclassified,poultry_microscopy_0455.jpg
unclassified/poultry_microscopy_0116.jpg,unclassified,poultry_microscopy_0116.jpg
unclassified/poultry_microscopy_0085.jpg,unclassified,poultry_microscopy_0085.jpg
unclassified/poultry_microscopy_0072.jpg,unclassified,poultry_microscopy_0072.jpg
unclassified/poultry_microscopy_0123.jpg,unclassified,poultry_microscopy_0123.jpg
unclassified/poultry_microscopy_0159.jpeg,unclassified,poultry_microscopy_0159.jpeg
unclassified/poultry_microscopy_0178.jpg,unclassified,poultry_microscopy_0178.jpg
unclassified/poultry_microscopy_0124.jpg,unclassified,poultry_microscopy_0124.jpg
unclassified/poultry_microscopy_0108.jpg,unclassified,poultry_microscopy_0108.jpg
unclassified/poultry_microscopy_0195.jpg,unclassified,poultry_microscopy_0195.jpg
unclassified/poultry_microscopy_0210.jpg,unclassified,poultry_microscopy_0210.jpg
unclassified/poultry_microscopy_0090.jpg,unclassified,poultry_microscopy_0090.jpg
unclassified/poultry_microscopy_0441.jpg,unclassified,poultry_microscopy_0441.jpg
unclassified/poultry_microscopy_0283.jpg,unclassified,poultry_microscopy_0283.jpg
unclassified/poultry_microscopy_0184.tif,unclassified,poultry_microscopy_0184.tif
unclassified/poultry_microscopy_0459.jpg,unclassified,poultry_microscopy_0459.jpg
unclassified/poultry_microscopy_0278.jpg,unclassified,poultry_microscopy_0278.jpg
unclassified/poultry_microscopy_0450.jpg,unclassified,poultry_microscopy_0450.jpg
unclassified/poultry_microscopy_0204.jpg,unclassified,poultry_microscopy_0204.jpg
unclassified/poultry_microscopy_0429.jpg,unclassified,poultry_microscopy_0429.jpg
unclassified/poultry_microscopy_0249.jpg,unclassified,poultry_microscopy_0249.jpg
unclassified/poultry_microscopy_0140.jpg,unclassified,poultry_microscopy_0140.jpg
unclassified/poultry_microscopy_0186.tif,unclassified,poultry_microscopy_0186.tif
unclassified/poultry_microscopy_0219.jpg,unclassified,poultry_microscopy_0219.jpg
unclassified/poultry_microscopy_0422.jpg,unclassified,poultry_microscopy_0422.jpg
unclassified/poultry_microscopy_0231.jpg,unclassified,poultry_microscopy_0231.jpg
unclassified/poultry_microscopy_0026.tif,unclassified,poultry_microscopy_0026.tif
unclassified/poultry_microscopy_0282.jpg,unclassified,poultry_microscopy_0282.jpg
unclassified/poultry_microscopy_0107.jpg,unclassified,poultry_microscopy_0107.jpg
unclassified/poultry_microscopy_0286.jpg,unclassified,poultry_microscopy_0286.jpg
unclassified/poultry_microscopy_0132.jpg,unclassified,poultry_microscopy_0132.jpg
unclassified/poultry_microscopy_0172.jpg,unclassified,poultry_microscopy_0172.jpg
unclassified/poultry_microscopy_0287.jpg,unclassified,poultry_microscopy_0287.jpg
unclassified/poultry_microscopy_0203.jpg,unclassified,poultry_microscopy_0203.jpg
unclassified/poultry_microscopy_0063.jpg,unclassified,poultry_microscopy_0063.jpg
unclassified/poultry_microscopy_0341.jpg,unclassified,poultry_microscopy_0341.jpg
unclassified/poultry_microscopy_0391.jpg,unclassified,poultry_microscopy_0391.jpg
unclassified/poultry_microscopy_0351.jpg,unclassified,poultry_microscopy_0351.jpg
unclassified/poultry_microscopy_0028.jpg,unclassified,poultry_microscopy_0028.jpg
unclassified/poultry_microscopy_0346.jpg,unclassified,poultry_microscopy_0346.jpg
unclassified/poultry_microscopy_0434.jpg,unclassified,poultry_microscopy_0434.jpg
unclassified/poultry_microscopy_0094.jpg,unclassified,poultry_microscopy_0094.jpg
unclassified/poultry_microscopy_0164.jpg,unclassified,poultry_microscopy_0164.jpg
unclassified/poultry_microscopy_0076.jpg,unclassified,poultry_microscopy_0076.jpg
unclassified/poultry_microscopy_0229.jpg,unclassified,poultry_microscopy_0229.jpg
unclassified/poultry_microscopy_0036.jpg,unclassified,poultry_microscopy_0036.jpg
unclassified/poultry_microscopy_0304.jpg,unclassified,poultry_microscopy_0304.jpg
unclassified/poultry_microscopy_0127.jpg,unclassified,poultry_microscopy_0127.jpg
unclassified/poultry_microscopy_0044.jpg,unclassified,poultry_microscopy_0044.jpg
unclassified/poultry_microscopy_0039.jpg,unclassified,poultry_microscopy_0039.jpg
unclassified/poultry_microscopy_0057.jpg,unclassified,poultry_microscopy_0057.jpg
unclassified/poultry_microscopy_0238.jpg,unclassified,poultry_microscopy_0238.jpg
unclassified/poultry_microscopy_0092.jpg,unclassified,poultry_microscopy_0092.jpg
unclassified/poultry_microscopy_0403.jpg,unclassified,poultry_microscopy_0403.jpg
unclassified/poultry_microscopy_0109.jpg,unclassified,poultry_microscopy_0109.jpg
unclassified/poultry_microscopy_0246.jpg,unclassified,poultry_microscopy_0246.jpg
unclassified/poultry_microscopy_0274.jpg,unclassified,poultry_microscopy_0274.jpg
unclassified/poultry_microscopy_0199.jpg,unclassified,poultry_microscopy_0199.jpg
unclassified/poultry_microscopy_0325.jpg,unclassified,poultry_microscopy_0325.jpg
unclassified/poultry_microscopy_0059.jpg,unclassified,poultry_microscopy_0059.jpg
unclassified/poultry_microscopy_0148.jpg,unclassified,poultry_microscopy_0148.jpg
unclassified/poultry_microscopy_0290.jpg,unclassified,poultry_microscopy_0290.jpg
unclassified/poultry_microscopy_0410.jpg,unclassified,poultry_microscopy_0410.jpg
unclassified/poultry_microscopy_0380.jpg,unclassified,poultry_microscopy_0380.jpg
unclassified/poultry_microscopy_0266.jpg,unclassified,poultry_microscopy_0266.jpg
unclassified/poultry_microscopy_0394.jpg,unclassified,poultry_microscopy_0394.jpg
unclassified/poultry_microscopy_0379.jpg,unclassified,poultry_microscopy_0379.jpg
unclassified/poultry_microscopy_0018.jpg,unclassified,poultry_microscopy_0018.jpg
unclassified/poultry_microscopy_0037.jpg,unclassified,poultry_microscopy_0037.jpg
unclassified/poultry_microscopy_0358.jpg,unclassified,poultry_microscopy_0358.jpg
unclassified/poultry_microscopy_0460.jpg,unclassified,poultry_microscopy_0460.jpg
unclassified/poultry_microscopy_0070.jpg,unclassified,poultry_microscopy_0070.jpg
unclassified/poultry_microscopy_0082.jpg,unclassified,poultry_microscopy_0082.jpg
unclassified/poultry_microscopy_0131.jpg,unclassified,poultry_microscopy_0131.jpg
unclassified/poultry_microscopy_0152.jpg,unclassified,poultry_microscopy_0152.jpg
unclassified/poultry_microscopy_0382.jpg,unclassified,poultry_microscopy_0382.jpg
unclassified/poultry_microscopy_0453.jpg,unclassified,poultry_microscopy_0453.jpg
unclassified/poultry_microscopy_0176.jpg,unclassified,poultry_microscopy_0176.jpg
unclassified/poultry_microscopy_0433.jpg,unclassified,poultry_microscopy_0433.jpg
unclassified/poultry_microscopy_0173.jpg,unclassified,poultry_microscopy_0173.jpg
unclassified/poultry_microscopy_0209.jpg,unclassified,poultry_microscopy_0209.jpg
unclassified/poultry_microscopy_0181.jpg,unclassified,poultry_microscopy_0181.jpg
unclassified/poultry_microscopy_0395.jpg,unclassified,poultry_microscopy_0395.jpg
unclassified/poultry_microscopy_0247.jpg,unclassified,poultry_microscopy_0247.jpg
unclassified/poultry_microscopy_0368.jpg,unclassified,poultry_microscopy_0368.jpg
unclassified/poultry_microscopy_0182.tif,unclassified,poultry_microscopy_0182.tif
unclassified/poultry_microscopy_0349.jpg,unclassified,poultry_microscopy_0349.jpg
unclassified/poultry_microscopy_0077.jpg,unclassified,poultry_microscopy_0077.jpg
unclassified/poultry_microscopy_0456.jpg,unclassified,poultry_microscopy_0456.jpg
unclassified/poultry_microscopy_0125.jpg,unclassified,poultry_microscopy_0125.jpg
unclassified/poultry_microscopy_0117.jpg,unclassified,poultry_microscopy_0117.jpg
unclassified/poultry_microscopy_0118.jpg,unclassified,poultry_microscopy_0118.jpg
unclassified/poultry_microscopy_0035.jpg,unclassified,poultry_microscopy_0035.jpg
unclassified/poultry_microscopy_0163.jpg,unclassified,poultry_microscopy_0163.jpg
unclassified/poultry_microscopy_0119.jpg,unclassified,poultry_microscopy_0119.jpg
unclassified/poultry_microscopy_0376.jpg,unclassified,poultry_microscopy_0376.jpg
unclassified/poultry_microscopy_0318.jpg,unclassified,poultry_microscopy_0318.jpg
unclassified/poultry_microscopy_0202.jpg,unclassified,poultry_microscopy_0202.jpg
unclassified/poultry_microscopy_0237.jpg,unclassified,poultry_microscopy_0237.jpg
unclassified/poultry_microscopy_0370.jpg,unclassified,poultry_microscopy_0370.jpg
unclassified/poultry_microscopy_0011.jpg,unclassified,poultry_microscopy_0011.jpg
unclassified/poultry_microscopy_0146.jpg,unclassified,poultry_microscopy_0146.jpg
unclassified/poultry_microscopy_0277.jpg,unclassified,poultry_microscopy_0277.jpg
unclassified/poultry_microscopy_0224.jpg,unclassified,poultry_microscopy_0224.jpg
unclassified/poultry_microscopy_0384.jpg,unclassified,poultry_microscopy_0384.jpg
unclassified/poultry_microscopy_0244.jpg,unclassified,poultry_microscopy_0244.jpg
unclassified/poultry_microscopy_0444.jpg,unclassified,poultry_microscopy_0444.jpg
unclassified/poultry_microscopy_0150.jpg,unclassified,poultry_microscopy_0150.jpg
unclassified/poultry_microscopy_0097.jpg,unclassified,poultry_microscopy_0097.jpg
unclassified/poultry_microscopy_0046.jpg,unclassified,poultry_microscopy_0046.jpg
unclassified/poultry_microscopy_0446.jpg,unclassified,poultry_microscopy_0446.jpg
unclassified/poultry_microscopy_0157.jpg,unclassified,poultry_microscopy_0157.jpg
unclassified/poultry_microscopy_0194.jpg,unclassified,poultry_microscopy_0194.jpg
unclassified/poultry_microscopy_0232.jpg,unclassified,poultry_microscopy_0232.jpg
unclassified/poultry_microscopy_0439.jpg,unclassified,poultry_microscopy_0439.jpg
unclassified/poultry_microscopy_0365.jpg,unclassified,poultry_microscopy_0365.jpg
